交易日期,市场风险溢价因子(流通市值加权),市场风险溢价因子(总市值加权),市值因子(流通市值加权),市值因子(总市值加权),帐面市值比因子(流通市值加权),帐面市值比因子(总市值加权),盈利能力因子(流通市值加权),盈利能力因子(总市值加权),投资模式因子(流通市值加权),投资模式因子(总市值加权)
2020-11-17,-0.003499,-0.004232,-0.002086,-0.002809,0.009648,0.009067,-0.000657,-0.003041,0.00179,0.003476
2020-11-18,0.00116,0.001196,0.003875,0.003486,0.007837,0.008197,-0.007678,-0.009084,0.006152,0.007253
2020-11-19,0.005452,0.004759,-0.002146,-0.001921,-0.007538,-0.008012,0.001536,0.001781,-0.005592,-0.00541
2020-11-20,0.004559,0.004932,-0.00075,-0.000742,-0.001904,-0.001878,-0.003798,-0.002865,0.004399,0.004
2020-11-23,0.010431,0.009906,-0.006593,-0.006673,0.008625,0.007605,-5.7e-05,-0.002674,0.001019,0.001318
2020-11-24,-0.003621,-0.003533,0.002262,0.001622,0.000824,0.000861,-0.002875,-0.002989,0.00168,0.001734
2020-11-25,-0.012942,-0.013406,0.001987,0.001921,0.005377,0.005099,-0.00239,-0.003905,0.001395,0.002689
2020-11-26,0.000446,0.000323,-0.005757,-0.005658,0.002699,0.002862,0.000696,-0.000237,0.001385,0.001941
2020-11-27,0.010349,0.009634,-0.01038,-0.00973,0.00895,0.008395,0.000328,0.000243,-0.003054,-0.003145
2020-11-30,-0.004181,-0.003104,0.00042,-0.000218,0.000303,0.000809,-0.002532,-0.001085,0.000859,-1.4e-05
2020-12-01,0.017761,0.017566,-0.005771,-0.004833,-0.001038,-0.000311,0.001397,0.001808,-0.002087,-0.002503
2020-12-02,-5.2e-05,0.000258,0.000459,0.000441,-0.001146,-0.001688,0.000356,-0.000371,0.002214,0.001753
2020-12-03,-0.002218,-0.001526,0.000394,0.000221,-0.006786,-0.005668,0.002584,0.003228,-0.002101,-0.003169
2020-12-04,0.001393,0.001631,0.001439,0.001716,-0.010751,-0.009042,0.003934,0.004815,-0.003374,-0.003401
2020-12-07,-0.007277,-0.006456,0.004663,0.004143,-0.007749,-0.008139,0.004663,0.005801,-0.003284,-0.003831
2020-12-08,-0.002217,-0.001952,1.8e-05,-0.000235,-0.006051,-0.006238,0.002834,0.003092,-0.000516,-1.4e-05
2020-12-09,-0.013587,-0.014213,-0.003806,-0.003866,0.005215,0.00477,0.003417,0.002469,-0.001339,-0.001096
2020-12-10,-0.000761,-0.000164,0.001058,0.000972,-0.000666,-0.000806,0.001694,0.003405,-0.002164,-0.002867
2020-12-11,-0.010715,-0.010322,-0.0056,-0.005751,0.002833,0.002752,0.001546,0.002723,-0.00148,-0.002037
2020-12-14,0.007238,0.007992,0.000858,0.00073,-0.005371,-0.005547,0.000534,0.002186,-0.005798,-0.005727
2020-12-15,0.000166,0.000765,-0.003327,-0.002945,-0.00418,-0.004089,0.007966,0.008874,-0.002672,-0.003744
2020-12-16,-0.001012,-0.001486,-0.010083,-0.010019,0.001683,0.00254,0.007037,0.006595,-0.00753,-0.006959
2020-12-17,0.010806,0.010691,-0.002404,-0.002496,-0.000765,-0.001804,4.5e-05,-0.000584,-0.001543,-0.000681
2020-12-18,-0.002958,-0.003129,-0.000409,-0.001795,0.005182,0.003544,-0.002565,-0.003556,0.00417,0.004081
2020-12-21,0.010304,0.011572,-0.00112,-0.002045,-0.007232,-0.008656,-0.003415,-0.00206,0.000313,0.000253
2020-12-22,-0.018335,-0.018665,0.000403,0.000139,-0.001991,-0.002408,0.001959,0.002176,-0.001577,-0.002243
2020-12-23,0.00732,0.008827,-0.002323,-0.003535,0.002162,0.001037,-0.004614,-0.004258,0.000953,0.000857
2020-12-24,-0.006423,-0.007398,-0.011342,-0.011585,0.002645,0.002115,0.003584,0.002563,-0.004686,-0.005147
2020-12-25,0.008687,0.008917,0.001695,0.001685,0.000578,0.000454,-0.000401,-0.000442,0.003284,0.002374
2020-12-28,0.000505,9.2e-05,-0.00908,-0.00958,0.001928,0.000745,-0.001888,-0.00105,-0.000986,-0.001144
2020-12-29,-0.005173,-0.005611,0.000258,0.000933,-0.004292,-0.003468,0.003898,0.002878,-0.002933,-0.002384
2020-12-30,0.010505,0.011197,-0.006777,-0.007306,-0.005871,-0.006861,0.002928,0.003222,-0.002883,-0.003405
2020-12-31,0.016648,0.017741,-0.003156,-0.002449,-0.006987,-0.006658,0.001172,0.001159,-0.005875,-0.006149
2021-01-04,0.012068,0.014342,0.002551,0.002431,-0.010684,-0.011608,0.002419,0.003746,-0.001314,-0.002692
2021-01-05,0.009761,0.009665,-0.013044,-0.01161,-0.014164,-0.011661,0.011781,0.015398,-0.010144,-0.012888
2021-01-06,0.004066,0.004067,-0.017173,-0.017294,0.004564,0.004378,0.006991,0.006597,-0.006665,-0.007121
2021-01-07,0.00631,0.005726,-0.033397,-0.032502,-0.001071,-0.001112,0.008582,0.00948,-0.006382,-0.008452
2021-01-08,-0.002067,-0.001828,-0.005998,-0.005473,0.006767,0.007246,-0.007355,-0.005861,0.004232,0.00362
2021-01-11,-0.012362,-0.013686,-0.014314,-0.013512,0.000586,0.001645,0.004524,0.005062,-0.0017,-0.001957
2021-01-12,0.020885,0.020716,-0.012188,-0.01204,-0.006095,-0.006019,0.001282,0.000465,-0.008236,-0.007982
2021-01-13,-0.004708,-0.005993,-0.016066,-0.016324,0.009333,0.010415,0.005629,0.005047,0.000973,0.001283
2021-01-14,-0.012048,-0.012013,0.011451,0.012097,0.006912,0.008283,0.000727,0.001578,0.001979,0.002248
2021-01-15,0.001353,0.002145,0.016965,0.016554,0.005022,0.003871,-0.007102,-0.007552,0.004541,0.005595
2021-01-18,0.010022,0.010273,0.007695,0.007147,-0.005687,-0.007625,-0.003386,-0.003395,0.00284,0.002552
2021-01-19,-0.007631,-0.007339,0.013748,0.014136,0.009701,0.009923,-0.002544,-0.003861,0.007365,0.008946
2021-01-20,0.005204,0.00729,-0.000756,-0.001346,-0.010958,-0.011988,0.002104,0.003667,-0.001338,-0.002826
2021-01-21,0.011585,0.012226,-0.003619,-0.003664,-0.007294,-0.006572,0.002758,0.002994,-0.002984,-0.003689
2021-01-22,-0.003268,-0.002141,-0.005772,-0.006258,-0.008186,-0.008542,0.005982,0.006906,-0.005065,-0.005918
2021-01-25,0.004374,0.003867,-0.017545,-0.016965,-0.005095,-0.003707,0.012148,0.011906,-0.008459,-0.008482
2021-01-26,-0.016074,-0.016484,0.006425,0.007793,0.008338,0.00984,0.001914,0.001962,0.00213,0.000773
2021-01-27,0.001765,0.002269,8.1e-05,-0.001597,0.003105,0.001965,-0.002199,-0.002177,0.000867,0.001507
2021-01-28,-0.021504,-0.0226,0.009972,0.009789,0.006302,0.00575,-0.005654,-0.007185,0.010172,0.010893
2021-01-29,-0.006962,-0.006834,-0.006524,-0.005985,0.004238,0.004535,0.00857,0.009492,-0.006994,-0.00733
2021-02-01,0.008019,0.008776,-0.004805,-0.004307,0.001664,0.00202,0.009137,0.010136,-0.009614,-0.010654
2021-02-02,0.011208,0.010995,-0.007369,-0.007623,-0.008956,-0.007869,0.009512,0.009142,-0.005928,-0.00525
2021-02-03,-0.005761,-0.005691,-0.006373,-0.007252,0.002879,0.002406,0.00633,0.005042,-0.001502,-0.00157
2021-02-04,-0.006898,-0.007262,-0.010404,-0.010786,0.004255,0.005353,0.006904,0.00592,-0.005471,-0.004419
2021-02-05,-0.002064,-0.003113,-0.007417,-0.006298,0.009791,0.011051,0.006693,0.007655,-0.006712,-0.006654
2021-02-08,0.01079,0.010893,-0.010127,-0.010455,-0.002608,-0.003005,0.004488,0.005378,-0.002452,-0.00353
2021-02-09,0.019382,0.021508,-0.001393,-0.001658,-0.009192,-0.008922,0.002302,0.002818,-0.001738,-0.001917
2021-02-10,0.016549,0.016036,-0.007115,-0.006113,-0.007982,-0.00771,0.005975,0.007344,-0.002185,-0.003255
2021-02-18,0.003291,0.0025,0.018629,0.017822,0.011267,0.009945,-0.020606,-0.023132,0.016947,0.018944
2021-02-19,0.007251,0.006716,0.017076,0.016556,0.001041,0.001018,-0.011948,-0.013341,0.009867,0.01049
2021-02-22,-0.015015,-0.015356,0.0201,0.019142,0.022397,0.020357,-0.01935,-0.022038,0.016502,0.017516
2021-02-23,-0.002865,-0.004441,-0.003018,-0.002244,0.001424,0.001978,0.000173,0.000283,-0.002593,-0.002263
2021-02-24,-0.020046,-0.019889,0.016784,0.01614,0.000696,0.001284,-0.011094,-0.0111,0.012353,0.01293
2021-02-25,0.004007,0.002996,-0.011006,-0.010424,0.013368,0.013119,0.004113,0.002981,-0.004715,-0.003385
2021-02-26,-0.020289,-0.019813,0.019192,0.017882,-0.003291,-0.003969,-0.005351,-0.007073,0.00619,0.00706
2021-03-01,0.015289,0.016202,0.006564,0.005974,-0.006994,-0.007884,0.000908,0.000421,-0.000779,-0.000991
2021-03-02,-0.010867,-0.010432,0.004215,0.003825,0.001959,0.002396,-0.001666,-0.001564,0.002399,0.002964
2021-03-03,0.018812,0.018486,-0.004133,-0.003779,0.008173,0.00784,-0.001934,-0.001864,-0.001192,-0.001475
2021-03-04,-0.022083,-0.023063,0.012576,0.011604,0.014652,0.013996,-0.015195,-0.016826,0.012908,0.014152
2021-03-05,-0.000169,0.000109,0.009517,0.009234,-0.002223,-0.002959,-0.00036,-0.001392,0.00507,0.004987
2021-03-08,-0.025378,-0.025951,0.012221,0.011465,0.018209,0.017637,-0.00711,-0.009051,0.011014,0.011919
2021-03-09,-0.020454,-0.021828,-0.003648,-0.004118,0.011359,0.011253,-1.5e-05,-0.002411,0.002339,0.003128
2021-03-10,-0.00026,7.4e-05,-0.009428,-0.009544,-0.005685,-0.00579,0.009093,0.00978,-0.007576,-0.007486
2021-03-11,0.023775,0.024104,-0.001069,-0.001122,-0.001453,-0.001827,0.00259,0.002015,-0.002844,-0.00214
2021-03-12,0.003294,0.003099,-0.000214,-0.00105,0.009677,0.009199,-0.001648,-0.002123,0.005163,0.005178
2021-03-15,-0.011546,-0.013,0.011506,0.011285,0.022159,0.021266,-0.015422,-0.01821,0.012885,0.013396
2021-03-16,0.00888,0.0093,0.008949,0.008731,-0.004019,-0.003763,0.004525,0.00403,-0.003806,-0.002579
2021-03-17,0.001832,0.002679,0.001557,0.001586,-0.014373,-0.013867,0.001364,0.002336,-0.00238,-0.003202
2021-03-18,0.005675,0.006291,-0.004366,-0.004084,-0.003916,-0.003242,0.008466,0.009362,-0.004945,-0.004967
2021-03-19,-0.019015,-0.018063,0.014674,0.014194,-0.000133,0.000577,-0.005612,-0.006382,0.007512,0.008231
2021-03-22,0.012284,0.012568,0.002794,0.002905,0.005966,0.00563,-0.001869,-0.001677,0.005165,0.005718
2021-03-23,-0.009829,-0.009851,-0.001675,-0.000323,-0.004974,-0.004226,0.001971,0.002236,-0.004827,-0.005105
2021-03-24,-0.013505,-0.013138,0.006087,0.005378,0.001323,0.000708,-0.004966,-0.005464,0.001365,0.001753
2021-03-25,-0.001114,0.000839,-0.003258,-0.003122,-0.010328,-0.01029,0.000513,0.001334,0.00069,-0.000536
2021-03-26,0.01768,0.018234,-0.003878,-0.003998,-0.006752,-0.006561,0.006362,0.007177,-0.007316,-0.007607
2021-03-29,0.004645,0.004854,-0.002562,-0.001835,0.007439,0.007408,0.001925,0.001722,0.003295,0.002402
2021-03-30,0.005275,0.005863,-0.014708,-0.01419,-0.003521,-0.002218,0.007024,0.008797,-0.005629,-0.006405
2021-03-31,-0.003849,-0.004339,0.007791,0.006992,0.009034,0.007991,-0.002221,-0.003873,0.003255,0.004459
2021-04-01,0.008163,0.008151,-0.006995,-0.007338,-0.007558,-0.00876,0.00405,0.004011,-0.002371,-0.002935
2021-04-02,0.005161,0.00583,-0.001937,-0.0013,-0.013731,-0.014076,0.004952,0.006046,-0.00534,-0.005529
2021-04-06,0.000259,0.001035,0.012031,0.011862,0.002079,0.002364,-0.006117,-0.006342,0.004117,0.003635
2021-04-07,-0.002508,-0.001556,0.007157,0.005548,0.009929,0.008161,-0.010085,-0.01145,0.010501,0.011021
2021-04-08,0.00015,0.000464,-0.008369,-0.007292,-0.004093,-0.003363,0.006017,0.007378,-0.003471,-0.00467
2021-04-09,-0.008355,-0.007251,0.010237,0.009495,0.005999,0.004832,-0.006755,-0.007408,0.006977,0.007845
2021-04-12,-0.01284,-0.014016,0.001118,0.000204,0.012843,0.010884,-0.005877,-0.006982,0.005613,0.007112
2021-04-13,-0.003556,-0.002867,-0.003092,-0.003676,-0.003234,-0.004352,0.005066,0.005627,-0.004196,-0.004594
2021-04-14,0.008225,0.008746,0.003655,0.003693,-0.00718,-0.006343,-0.002144,-0.001559,9.2e-05,-0.000283
2021-04-15,-0.004782,-0.004517,0.001801,0.00201,0.001274,0.001353,-0.002653,-0.003055,0.001063,0.001071
2021-04-16,0.007639,0.006996,0.009476,0.009362,-0.000831,-0.000563,-0.007533,-0.00924,0.005924,0.006758
2021-04-19,0.017618,0.018425,-0.00512,-0.005384,-0.012413,-0.012312,0.004233,0.004669,-0.005527,-0.006112
2021-04-20,-0.002054,-0.001519,-0.000704,-0.000259,-0.001015,-0.000674,0.003198,0.003992,-0.001614,-0.002879
2021-04-21,0.000404,0.001328,-0.002078,-0.002117,-0.004081,-0.002961,0.003341,0.004331,-0.002155,-0.00229
2021-04-22,0.000148,0.000478,0.00347,0.004097,-0.005119,-0.005522,0.00221,0.004251,0.000962,0.000917
2021-04-23,0.003138,0.002882,-0.011368,-0.01062,-0.00702,-0.006218,0.008374,0.008248,-0.007741,-0.009169
2021-04-26,-0.008552,-0.005848,0.004035,0.005283,0.005544,0.005444,-0.001696,0.00116,0.002905,0.002413
2021-04-27,0.000459,0.000203,-0.005474,-0.005713,-0.002841,-0.002157,0.003783,0.003373,-0.004678,-0.004301
2021-04-28,0.005179,0.005529,-0.003054,-0.003643,0.00082,-0.000521,0.003362,0.004388,-0.001105,-0.000765
2021-04-29,0.004604,0.004393,-0.006876,-0.007027,0.002677,0.002368,2.3e-05,-0.00073,-0.001695,-0.001986
2021-04-30,-0.007037,-0.006793,-0.000307,-0.000121,-0.002592,-0.003618,0.000195,-0.000271,0.000637,0.000196
2021-05-06,-0.004071,-0.004803,0.008961,0.008856,0.015459,0.015179,-0.009413,-0.010362,0.010584,0.011517
2021-05-07,-0.007603,-0.008926,0.005594,0.005,0.014994,0.014208,-0.009826,-0.013339,0.010548,0.012722
2021-05-10,0.003042,0.003066,0.005559,0.004417,0.00355,0.002493,-0.009808,-0.011654,0.008592,0.009432
2021-05-11,0.003581,0.004011,-0.000119,-0.000213,-0.007979,-0.008598,0.001934,0.000755,-0.002621,-0.002083
2021-05-12,0.00699,0.007172,0.003761,0.003201,-0.002071,-0.002531,-0.004452,-0.004456,0.005422,0.004426
2021-05-13,-0.009174,-0.009143,0.004705,0.004962,-0.005183,-0.004592,-0.001901,-0.001901,0.002051,0.001406
2021-05-14,0.017416,0.017883,-0.005254,-0.004504,-0.008213,-0.007742,0.001856,0.003003,-0.009435,-0.009661
2021-05-17,0.00769,0.008584,-0.021248,-0.019535,-0.004196,-0.004293,0.01649,0.018706,-0.011885,-0.014251
2021-05-18,0.002987,0.002927,0.001856,0.001921,0.000245,-0.000356,-0.004874,-0.005231,0.003691,0.004227
2021-05-19,-0.002934,-0.002319,0.003399,0.003371,-0.003411,-0.00328,-0.002411,-0.001727,0.000441,0.001334
2021-05-20,-0.000175,0.000246,-0.001749,-0.001199,-0.006352,-0.006451,0.00777,0.007549,-0.010149,-0.00922
2021-05-21,-0.004965,-0.004949,0.011214,0.010088,0.005096,0.003702,-0.006627,-0.007708,0.006074,0.006123
2021-05-24,0.004504,0.004818,0.003225,0.003066,-0.006609,-0.006661,0.002813,0.001996,-0.0024,-0.001668
2021-05-25,0.02212,0.022239,-0.014194,-0.013312,-0.007292,-0.007323,0.007455,0.008003,-0.00826,-0.008847
2021-05-26,0.00198,0.002142,0.00518,0.005544,0.00171,0.001571,-0.000522,-0.000946,0.00084,0.001012
2021-05-27,0.004172,0.005107,0.001544,0.000742,-0.006931,-0.008415,-0.001164,-0.001736,-0.000175,-0.000337
2021-05-28,-0.00121,-0.001204,0.000772,0.000266,0.001836,0.001844,-0.001731,-0.00237,0.002627,0.002729
2021-05-31,0.004344,0.005549,0.007396,0.007626,-0.008267,-0.008289,-0.000196,0.001917,0.000389,-0.000497
2021-06-01,0.002379,0.002646,0.006197,0.006482,-0.003995,-0.003474,0.000307,0.001539,0.002812,0.001553
2021-06-02,-0.007342,-0.007368,0.001225,0.000238,0.007867,0.006443,-0.000217,-0.001601,1e-05,0.001251
2021-06-03,-0.003307,-0.00324,0.002791,0.002215,-0.000707,-0.000718,-0.006627,-0.006882,0.005618,0.006266
2021-06-04,0.004564,0.004455,-0.00321,-0.003391,-0.007333,-0.007068,0.002991,0.003332,-0.003804,-0.003795
2021-06-07,0.002217,0.002886,0.006231,0.006905,-0.007123,-0.006127,-0.001076,-0.000251,0.003861,0.004022
2021-06-08,-0.005976,-0.005934,0.004523,0.004179,0.004006,0.002916,-0.00814,-0.008236,0.006781,0.006953
2021-06-09,0.002108,0.002104,0.002818,0.002301,-0.00011,-0.000351,-0.001032,-0.002925,0.002319,0.003714
2021-06-10,0.006463,0.007634,-0.00112,-0.000464,-0.00757,-0.006878,0.005331,0.006103,-0.004277,-0.004622
2021-06-11,-0.005655,-0.005028,0.001203,0.000959,0.009749,0.008054,-0.000695,0.000117,0.003647,0.003882
2021-06-15,-0.009611,-0.00927,0.002777,0.002361,-0.005034,-0.004325,0.00189,0.001217,-0.001207,-0.000342
2021-06-16,-0.013973,-0.014752,0.001348,0.002319,0.005735,0.005663,-0.00289,-0.004027,0.003364,0.004371
2021-06-17,0.005737,0.006772,0.000947,0.001625,-0.008943,-0.008376,-1.5e-05,0.00143,-5.7e-05,-0.001129
2021-06-18,0.002946,0.004138,0.006113,0.005971,-0.003888,-0.004358,-0.011291,-0.010455,0.003564,0.004006
2021-06-21,0.002234,0.002866,0.009571,0.009864,-0.006227,-0.005367,-0.001681,-0.000589,0.001894,0.002321
2021-06-22,0.007193,0.00751,-9.5e-05,-0.00014,0.004492,0.004088,-0.001204,-0.001592,0.001972,0.001636
2021-06-23,0.004628,0.004934,-0.002214,-0.00265,-0.00126,-0.00194,0.003966,0.004523,0.000323,-0.000938
2021-06-24,-0.000685,-0.001677,-0.003441,-0.003848,0.007622,0.00731,0.004492,0.004317,-0.001425,-0.000922
2021-06-25,0.011698,0.011683,-0.008411,-0.008808,-0.000381,-0.000777,0.004302,0.003871,-0.003325,-0.003764
2021-06-28,0.001707,0.002035,0.003651,0.003709,-0.011726,-0.011676,0.005207,0.006407,-0.003624,-0.004481
2021-06-29,-0.008941,-0.008518,0.002742,0.002499,0.003377,0.002379,0.002913,0.003334,-0.000284,-0.001728
2021-06-30,0.007224,0.009162,0.000251,-6.5e-05,-0.003596,-0.004364,1e-06,-8.4e-05,-0.0009,-0.001395
2021-07-01,-0.003606,-0.004826,-0.010876,-0.010188,0.007103,0.006362,0.006172,0.006495,-0.006736,-0.006894
2021-07-02,-0.01854,-0.018669,0.016729,0.015612,0.008204,0.006099,-0.009765,-0.0114,0.013904,0.014332
2021-07-05,0.004529,0.005255,0.00967,0.008881,-0.006454,-0.007364,-0.007464,-0.007122,0.003573,0.00458
2021-07-06,0.001024,0.00076,0.000938,0.00088,0.0074,0.006964,-0.00368,-0.004675,0.004415,0.00423
2021-07-07,0.009293,0.010496,-0.005264,-0.005423,-0.012533,-0.012008,-0.000344,0.000799,-0.007203,-0.00692
2021-07-08,-0.00789,-0.007276,0.002983,0.001903,-0.005869,-0.007295,-0.00249,-0.00326,-0.004439,-0.003741
2021-07-09,0.000646,0.000601,0.004792,0.004211,0.00456,0.003858,-0.010356,-0.010784,0.007021,0.007397
2021-07-12,0.011075,0.011845,0.000601,8.4e-05,-0.017075,-0.017194,0.002481,0.001427,-0.007987,-0.007165
2021-07-13,0.005431,0.004868,0.000186,8.8e-05,0.002311,0.002334,-0.000873,-0.002168,0.004564,0.005373
2021-07-14,-0.010638,-0.010214,0.003365,0.003376,0.001959,0.001819,0.005048,0.006423,-0.001463,-0.001672
2021-07-15,0.008392,0.007907,-0.017716,-0.01758,0.001213,0.00202,0.003657,0.002677,-0.006041,-0.006964
2021-07-16,-0.006367,-0.006733,0.004633,0.003856,0.008189,0.008143,-0.009509,-0.011296,0.007999,0.008925
2021-07-19,0.000168,0.002213,0.001326,0.002286,-0.007013,-0.006787,0.001571,0.002873,-0.004137,-0.004777
2021-07-20,1.6e-05,5.1e-05,0.003984,0.00365,-0.007184,-0.007708,-0.003064,-0.003227,-0.00054,-0.000214
2021-07-21,0.009374,0.009738,0.002384,0.002648,-0.012289,-0.01232,-0.002531,-0.002,-0.003467,-0.003201
2021-07-22,0.00419,0.004364,0.000386,-0.000534,0.005784,0.005181,-0.00226,-0.003502,-0.000198,-0.000484
2021-07-23,-0.008526,-0.005929,-0.002683,-0.003381,0.00722,0.006362,-0.004953,-0.006494,0.002204,0.002303
2021-07-26,-0.023493,-0.023351,0.011101,0.010657,0.004191,0.002942,-0.005833,-0.007254,0.004399,0.004232
2021-07-27,-0.028426,-0.028452,0.009227,0.00995,0.009097,0.008238,-0.003717,-0.003113,0.006271,0.006165
2021-07-28,-0.005548,-0.005896,-0.020811,-0.019406,-0.001586,-0.002267,0.013182,0.015647,-0.014167,-0.015399
2021-07-29,0.019199,0.020381,0.007216,0.0076,-0.021576,-0.021135,0.00073,0.002386,-0.005587,-0.005021
2021-07-30,-0.002261,-0.002032,0.015284,0.015347,0.001261,0.000662,-0.00132,-0.001795,0.005214,0.004983
2021-08-02,0.020827,0.020978,-0.001638,-0.001888,-0.011924,-0.010166,0.009179,0.0089,-0.008765,-0.007605
2021-08-03,-0.004504,-0.004463,0.004031,0.003998,-0.003628,-0.002272,0.004286,0.004492,-0.002235,-0.003569
2021-08-04,0.011257,0.011674,-0.000616,-0.000339,-0.009977,-0.010006,-0.001292,-0.000693,-0.002446,-0.001312
2021-08-05,-0.005121,-0.005198,-0.003767,-0.003623,0.003309,0.002957,-0.004469,-0.003883,0.000103,0.000174
2021-08-06,-0.001373,-0.001882,0.002709,0.001699,0.005851,0.004477,-0.005683,-0.0065,0.005378,0.006531
2021-08-09,0.009436,0.009786,0.001313,0.001756,0.00372,0.004711,0.00742,0.006695,-0.003305,-0.003184
2021-08-10,0.011291,0.010983,0.000299,0.000849,-0.009055,-0.007731,0.005541,0.004979,0.006141,0.00583
2021-08-11,0.002178,0.00214,0.006302,0.005627,0.011914,0.010921,-0.003449,-0.004286,0.004774,0.004881
2021-08-12,-0.002685,-0.002682,0.004777,0.00373,0.003929,0.003304,-0.007338,-0.007835,0.009256,0.00985
2021-08-13,-0.002246,-0.002565,0.004112,0.003508,0.002308,0.002787,-0.000729,-0.00209,0.000174,0.000531
2021-08-16,-0.002549,-0.001634,0.001856,0.003106,0.009217,0.010527,0.000771,0.0032,0.00334,0.002733
2021-08-17,-0.020495,-0.020549,-0.004754,-0.004386,0.014117,0.013373,-0.003003,-0.003068,0.004548,0.00464
2021-08-18,0.011338,0.011439,-0.000578,-0.001147,0.004918,0.004604,-0.005701,-0.006463,0.003493,0.003485
2021-08-19,-0.003647,-0.003529,-0.000103,-0.000274,-0.008558,-0.008693,-0.005118,-0.004995,-0.000976,-0.000731
2021-08-20,-0.009634,-0.008703,0.007304,0.006462,0.01269,0.011502,-0.008175,-0.010561,0.006808,0.006864
2021-08-23,0.015945,0.016307,0.011102,0.011005,-0.010794,-0.010934,0.002807,0.003132,-0.003186,-0.003948
2021-08-24,0.009335,0.009661,-0.00628,-0.006887,-0.001332,0.000387,0.002216,0.001168,-0.003202,-0.002745
2021-08-25,0.006224,0.006068,0.000187,-0.000841,0.0008,0.001823,-0.002296,-0.004725,0.003884,0.002967
2021-08-26,-0.012233,-0.012427,0.008613,0.007263,0.015638,0.013678,-0.010563,-0.012813,0.011496,0.011401
2021-08-27,0.005005,0.004344,-0.007863,-0.007673,0.004428,0.005136,-0.000796,-0.001427,-0.000773,-0.000647
2021-08-30,0.000679,0.000781,-0.001032,-0.001002,-0.000236,5.3e-05,-0.008595,-0.009212,0.008808,0.007956
2021-08-31,0.002349,0.001726,-0.004616,-0.005952,0.020571,0.018882,-0.011188,-0.012863,0.011227,0.00979
2021-09-01,0.003566,0.002853,-0.010102,-0.008849,0.005314,0.007019,0.005104,0.00421,-0.004804,-0.0053
2021-09-02,0.007539,0.007098,0.005681,0.005218,0.01359,0.01303,-0.004917,-0.006272,0.005751,0.005671
2021-09-03,-0.004051,-0.004219,0.006059,0.005542,0.001254,0.000695,0.00273,0.001768,0.00283,0.003083
2021-09-06,0.014052,0.014693,-0.006291,-0.005974,-0.010896,-0.010552,0.008279,0.009711,-0.009623,-0.009265
2021-09-07,0.014093,0.013524,-0.003573,-0.004176,0.006149,0.005835,-0.00615,-0.007318,0.006105,0.006267
2021-09-08,0.001366,0.001129,0.009715,0.008303,0.011464,0.009633,-0.013344,-0.014321,0.01398,0.014194
2021-09-09,0.003987,0.003695,-0.005327,-0.005601,0.011377,0.010696,-0.005351,-0.005931,0.007683,0.006409
2021-09-10,0.002973,0.002439,-0.01129,-0.010285,-0.007096,-0.006321,0.003801,0.005003,-0.007441,-0.007031
2021-09-13,0.003255,0.003346,0.004952,0.003142,0.016235,0.013811,-0.000896,-0.003983,0.011529,0.011733
2021-09-14,-0.011594,-0.010604,0.000949,0.00059,-0.016315,-0.017164,0.003753,0.001994,-0.002773,-0.002403
2021-09-15,-0.001828,-0.001519,0.014104,0.013,0.009278,0.00809,-0.010181,-0.011137,0.008031,0.007701
2021-09-16,-0.01564,-0.015644,0.002767,0.002768,0.002355,0.002611,0.0053,0.004928,-0.002035,-0.001329
2021-09-17,0.002633,0.003151,-0.00721,-0.007285,-0.008254,-0.008106,0.009501,0.010165,-0.014122,-0.014173
2021-09-22,0.000843,0.000971,0.003586,0.001819,0.015928,0.012367,-0.003315,-0.004619,0.014463,0.013733
2021-09-23,0.004089,0.003747,0.001751,0.00168,0.002471,0.002051,-0.002827,-0.001732,-0.000826,-0.000966
2021-09-24,-0.007925,-0.006154,-0.013132,-0.011924,-0.015955,-0.012932,0.008719,0.009982,-0.010349,-0.011313
2021-09-27,-0.009028,-0.009178,-0.02632,-0.024223,-0.017647,-0.014427,0.019447,0.019433,-0.015602,-0.015521
2021-09-28,0.003788,0.003802,0.001861,0.000773,0.015889,0.012878,8.6e-05,-0.000718,0.010216,0.009361
2021-09-29,-0.01974,-0.019994,-0.008603,-0.008648,-0.001371,-0.001251,0.006028,0.007046,-0.011235,-0.010844
2021-09-30,0.012187,0.012877,0.012917,0.011807,-0.010984,-0.011913,-0.001566,-0.002672,-0.000247,0.000204
2021-10-08,0.008748,0.007898,0.009674,0.009525,-0.004287,-0.004267,-0.006874,-0.007176,0.003639,0.005452
2021-10-11,-0.000164,-0.000959,-0.003188,-0.002039,-0.00186,-0.000856,-0.001552,-0.00089,0.003966,0.004818
2021-10-12,-0.0133,-0.013489,-0.001114,-0.000177,-0.002614,-0.001141,0.001691,0.003547,-0.002312,-0.00249
2021-10-13,0.005852,0.006703,-0.007565,-0.006772,-0.01942,-0.016578,0.005823,0.007178,-0.013469,-0.012846
2021-10-14,-0.000163,0.001059,0.007844,0.007743,-0.002894,-0.003479,-0.00303,-0.002866,-0.000428,-0.001272
2021-10-15,0.003127,0.002272,-0.014579,-0.013484,-0.004217,-0.004313,0.003711,0.004667,0.00058,0.000296
2021-10-18,-0.000439,-6.3e-05,0.012006,0.01033,0.013091,0.010729,-0.012807,-0.014965,0.010948,0.010445
2021-10-19,0.007453,0.007424,-0.003535,-0.003334,-0.005115,-0.004486,0.008957,0.007913,-0.008894,-0.009022
