date,pct_change,current_price
2022-01-03,-0.6461268890997962,27.217
2022-01-04,-2.527831869787256,26.529
2022-01-05,-1.0026763164838415,26.263
2022-01-06,-1.6487073068575664,25.83
2022-01-07,0.4955478126209778,25.958
2022-01-10,0.11557130749673128,25.988
2022-01-11,-1.2120978913344627,25.673
2022-01-12,-2.1072722315272685,25.132
2022-01-13,0.3939201018621663,25.231
2022-01-14,3.0399112203242096,25.998
2022-01-17,0.2615585814293331,26.066
2022-01-18,0.11509245760761289,26.096
2022-01-19,-2.8280196198651075,25.358
2022-01-20,-2.247811341588457,24.788
2022-01-21,1.2707761820235586,25.103
2022-01-24,-2.5853483647372832,24.454
2022-01-25,0.07769690030259291,24.473
2022-01-26,-4.457974093899386,23.382
2022-01-27,2.81840732187153,24.041
2022-01-28,0.0,24.041
2022-01-31,0.0,24.041
2022-02-01,0.0,24.041
2022-02-02,0.0,24.041
2022-02-03,0.0,24.041
2022-02-04,-0.8984651220831141,23.825
2022-02-07,-0.20986358866736943,23.775
2022-02-08,0.870662460567817,23.982
2022-02-09,-0.2877157868401259,23.913
2022-02-10,-3.784552335549707,23.008
2022-02-11,0.512865090403336,23.126
2022-02-14,1.1934619043500794,23.402
2022-02-15,0.4187676266985685,23.5
2022-02-16,0.04255319148935843,23.51
2022-02-17,0.8379413015737969,23.707
2022-02-18,1.4088665794912858,24.041
2022-02-21,-1.9633126741816165,23.569
2022-02-22,4.298018583732888,24.582
2022-02-23,-1.879423968757632,24.12
2022-02-24,1.2603648424543978,24.424
2022-02-25,-1.1668850311169376,24.139
2022-02-28,0.12428021044783577,24.169
2022-03-01,1.9901526749141363,24.65
2022-03-02,-1.6713995943204885,24.238
2022-03-03,-0.9365459196303383,24.011
2022-03-04,-3.5608679355295547,23.156
2022-03-07,-1.8267403696666018,22.733
2022-03-08,-3.7610522148418646,21.878
2022-03-09,0.5804918182649166,22.005
2022-03-10,0.40445353328790734,22.094
2022-03-11,-2.5346247850095205,21.534
2022-03-14,-5.665459273706697,20.314
2022-03-15,2.6631879491975985,20.855
2022-03-16,0.047950131862850576,20.865
2022-03-17,-1.1790079079798677,20.619
2022-03-18,1.0475774770842383,20.835
2022-03-21,-1.603071754259655,20.501
2022-03-22,6.092385737281103,21.75
2022-03-23,-1.8988505747126405,21.337
2022-03-24,-2.7651497398884506,20.747
2022-03-25,0.04819973972141067,20.757
2022-03-28,1.657272245507535,21.101
2022-03-29,-1.957253210748311,20.688
2022-03-30,-4.13766434648104,19.832
2022-03-31,-1.8807987091569278,19.459
2022-04-01,0.0,19.459
2022-04-04,0.0,19.459
2022-04-05,-2.0710211213320284,19.056
2022-04-06,-3.767842149454237,18.338
2022-04-07,-0.8561457083651414,18.181
2022-04-08,-4.383697266376984,17.384
2022-04-11,2.715140358950774,17.856
2022-04-12,-2.2009408602150615,17.463
2022-04-13,0.6184504380690736,17.571
2022-04-14,-1.5138580615787434,17.305
2022-04-15,2.1034383126264045,17.669
2022-04-18,-0.7244326221065189,17.541
2022-04-19,-1.4537369591243299,17.286
2022-04-20,-3.4131667245169472,16.696
2022-04-21,-0.47316722568280234,16.617
2022-04-22,-8.581573087801653,15.191
2022-04-25,-2.777960634586274,14.769
2022-04-26,5.789152955514942,15.624
2022-04-27,1.1968766001023923,15.811
2022-04-28,4.661311744987651,16.548
2022-04-29,0.0,16.548
2022-05-02,0.0,16.548
2022-05-03,0.0,16.548
2022-05-04,1.6678752719362144,16.824
2022-05-05,-1.230385164051362,16.617
2022-05-06,-0.8846362159234622,16.47
2022-05-09,5.731633272616898,17.414
2022-05-10,0.33880785574822436,17.473
2022-05-11,2.134722142734513,17.846
2022-05-12,0.22413986327467494,17.886
2022-05-13,-1.1014201051101402,17.689
2022-05-16,1.6111707841031109,17.974
2022-05-17,3.3937910314899344,18.584
2022-05-18,-0.05380972879895918,18.574
2022-05-19,0.20997092710239862,18.613
2022-05-20,2.9065706764089594,19.154
2022-05-23,-3.9521770909470733,18.397
2022-05-24,1.3915312279175973,18.653
2022-05-25,1.9996783359245152,19.026
2022-05-26,2.843477346788603,19.567
2022-05-27,0.6541626207390072,19.695
2022-05-30,2.0969789286620966,20.108
2022-05-31,-0.6365625621643112,19.98
2022-06-01,0.3953953953953926,20.059
2022-06-02,0.0,20.059
2022-06-03,2.6920584276384663,20.599
2022-06-06,-1.5728918879557297,20.275
2022-06-07,0.4340320591861957,20.363
2022-06-08,-1.8317536708736482,19.99
2022-06-09,0.9354677338669459,20.177
2022-06-10,3.310700302324432,20.845
2022-06-13,2.5953466059007058,21.386
2022-06-14,-1.977929486579999,20.963
2022-06-15,1.507417831417257,21.279
2022-06-16,0.09398937920015449,21.299
2022-06-17,-1.3005305413399726,21.022
2022-06-20,1.6934639901056148,21.378
2022-06-21,-1.9412480119749276,20.963
2022-06-22,6.735677145446739,22.375
2022-06-23,2.337430167597754,22.898
2022-06-24,1.0350248930037553,23.135
2022-06-27,7.508104603414734,24.872
2022-06-28,-4.8407848182695385,23.668
2022-06-29,-3.380091262464091,22.868
2022-06-30,0.8221094979884658,23.056
2022-07-01,0.6852879944482915,23.214
2022-07-04,-2.6363401395709363,22.602
2022-07-05,-1.0043358994779261,22.375
2022-07-06,0.835754189944149,22.562
2022-07-07,-1.9679106462193174,22.118
2022-07-08,-2.274165837779185,21.615
2022-07-11,-0.3654869303724162,21.536
