date,pct_change,current_price
2022-06-01,-1.6845747586960336,10.797
2022-06-02,0.0,10.797
2022-06-03,-0.6575900713161054,10.726
2022-06-06,-2.5452172291627995,10.453
2022-06-07,-0.7653305271213995,10.373
2022-06-08,-3.5669526655740746,10.003
2022-06-09,0.9697090872738068,10.1
2022-06-10,-2.0099009900990006,9.897
2022-06-13,0.535515812872589,9.95
2022-06-14,2.2110552763819236,10.17
2022-06-15,0.3539823008849474,10.206
2022-06-16,2.2437781697041137,10.435
2022-06-17,3.4690943938668006,10.797
2022-06-20,0.4075206075761617,10.841
2022-06-21,-2.361405774375047,10.585
2022-06-22,0.5857345299952632,10.647
2022-06-23,5.8795904949751066,11.273
2022-06-24,-0.6298234720127693,11.202
2022-06-27,4.490269594715235,11.705
2022-06-28,2.486117043998304,11.996
2022-06-29,4.268089363121019,12.508
2022-06-30,-4.093380236648536,11.996
2022-07-01,0.22507502500832555,12.023
2022-07-04,-2.786326208101131,11.688
2022-07-05,0.14544832306637723,11.705
2022-07-06,0.2990175138829487,11.74
2022-07-07,-1.047700170357746,11.617
2022-07-08,6.9897563914952165,12.429
2022-07-11,2.3734813742054772,12.724
2022-07-12,-3.9374410562716067,12.223
2022-07-13,-3.738852982082963,11.766
2022-07-14,-5.175930647628757,11.157
2022-07-15,4.338083714260099,11.641
2022-07-18,-2.310798041405382,11.372
2022-07-19,0.31656700668307725,11.408
2022-07-20,-3.6903927068723696,10.987
2022-07-21,1.2196231910439614,11.121
2022-07-22,0.7283517669274264,11.202
2022-07-25,9.989287627209432,12.321
2022-07-26,-0.9414820225631004,12.205
2022-07-27,3.4494059811552624,12.626
2022-07-28,-0.2138444479645063,12.599
2022-07-29,0.0,12.599
2022-08-01,-2.0636558457020393,12.339
2022-08-02,-1.9612610422238497,12.097
2022-08-03,-2.3642225345126833,11.811
2022-08-04,-1.3716027432054911,11.649
2022-08-05,2.4637307923427,11.936
2022-08-08,-0.8964477211796162,11.829
2022-08-09,0.5241355989517249,11.891
2022-08-10,10.015978471112618,13.082
2022-08-11,-0.2751872802323918,13.046
2022-08-12,0.7588532883642474,13.145
2022-08-15,-2.251806770635223,12.849
2022-08-16,2.1635924974706233,13.127
2022-08-17,-1.2950407556943655,12.957
2022-08-18,3.658254225515156,13.431
2022-08-19,-1.2657285384558126,13.261
2022-08-22,-1.689163713143793,13.037
2022-08-23,-4.18808007977296,12.491
2022-08-24,6.740853414458425,13.333
2022-08-25,-3.0225755643891183,12.93
2022-08-26,-0.5568445475637951,12.858
2022-08-29,-0.6921760771504193,12.769
2022-08-30,-10.032109014018332,11.488
2022-08-31,-1.9498607242339872,11.264
2022-09-01,1.1186079545454586,11.39
2022-09-02,-1.176470588235301,11.256
2022-09-05,-0.9594882729211163,11.148
2022-09-06,0.4843918191603791,11.202
2022-09-07,-4.32065702553116,10.718
2022-09-08,2.8456801642097407,11.023
2022-09-09,0.0,11.023
2022-09-12,1.0523450966161585,11.139
2022-09-13,-2.9715414310081623,10.808
2022-09-14,3.229089563286447,11.157
2022-09-15,-4.571121269158374,10.647
2022-09-16,-1.3524936601859716,10.503
2022-09-19,-0.6759973340950132,10.432
2022-09-20,-0.17254601226994737,10.414
2022-09-21,-2.3237948914922146,10.172
2022-09-22,-0.963429020841533,10.074
2022-09-23,2.3029581099860863,10.306
2022-09-26,0.8732777023093607,10.396
2022-09-27,-1.4621008080030862,10.244
2022-09-28,-2.186645841468182,10.02
2022-09-29,0.1796407185628901,10.038
2022-09-30,0.0,10.038
2022-10-03,0.0,10.038
2022-10-04,0.0,10.038
2022-10-05,0.0,10.038
2022-10-06,0.0,10.038
2022-10-07,-1.1655708308428103,9.921
2022-10-10,-2.5199072674125578,9.671
2022-10-11,1.5717092337917515,9.823
2022-10-12,0.8144151481217499,9.903
2022-10-13,1.8984146218317566,10.091
2022-10-14,0.8026954712119894,10.172
2022-10-17,-0.8847817538340519,10.082
2022-10-18,-3.4616147589763946,9.733
2022-10-19,-2.3939175999178053,9.5
2022-10-20,-2.44210526315789,9.268
2022-10-21,-1.650841605524389,9.115
2022-10-24,-2.26001097092704,8.909
2022-10-25,1.2122572679312826,9.017
2022-10-26,0.1996229344571443,9.035
2022-10-27,6.043165467625888,9.581
2022-10-28,0.18787182966288896,9.599
2022-10-31,1.9585373476403767,9.787
2022-11-01,2.7485439869214146,10.056
2022-11-02,1.3325377883850464,10.19
2022-11-03,4.308145240431793,10.629
2022-11-04,-0.2540220152413175,10.602
2022-11-07,-1.2639124693454074,10.468
2022-11-08,1.194115399312179,10.593
2022-11-09,-1.349948078920049,10.45
2022-11-10,4.7081339712918835,10.942
2022-11-11,3.8475598610857142,11.363
2022-11-14,0.9416527325530222,11.47
2022-11-15,-2.414995640802098,11.193
2022-11-16,-0.32162958992226764,11.157
2022-11-17,0.7260016133369129,11.238
2022-11-18,-0.16017084890549427,11.22
2022-11-21,-1.5151515151515138,11.05
2022-11-22,-0.9773755656108607,10.942
2022-11-23,1.8004021202705056,11.139
2022-11-24,0.0807971990304468,11.148
2022-11-25,0.4036598493003307,11.193
2022-11-28,6.718484767265265,11.945
2022-11-29,-0.9711176224361684,11.829
2022-11-30,2.4177867951644227,12.115
2022-12-01,-2.146099876186547,11.855
2022-12-02,3.854913538591309,12.312
2022-12-05,1.4538661468486147,12.491
2022-12-06,-2.2175966696021066,12.214
2022-12-07,0.14737186834778981,12.232
2022-12-08,4.316546762589923,12.76
2022-12-09,-5.195924764890281,12.097
2022-12-12,1.8516987682896557,12.321
2022-12-13,-0.07304601899196239,12.312
2022-12-14,-0.8690708252111712,12.205
2022-12-15,0.7292093404342559,12.294
2022-12-16,-2.2531316089149267,12.017
2022-12-19,-0.149787800615786,11.999
2022-12-20,-1.2751062588549078,11.846
2022-12-21,1.4435252405875287,12.017
2022-12-22,-0.5242573021552732,11.954
2022-12-23,-0.6023088505939467,11.882
