date,pct_change,current_price
2022-01-03,-0.2399692839316625,31.179
2022-01-04,-1.4047916867122034,30.741
2022-01-05,0.4261409843531405,30.872
2022-01-06,1.2373671935734798,31.254
2022-01-07,3.225187176041455,32.262
2022-01-10,-1.2150517636848268,31.87
2022-01-11,-0.23533103231879737,31.795
2022-01-12,-1.8493473816637906,31.207
2022-01-13,-1.342647482936521,30.788
2022-01-14,3.9073665064310648,31.991
2022-01-17,0.059391703916711336,32.01
2022-01-18,-1.9243986254295575,31.394
2022-01-19,1.0989361024399624,31.739
2022-01-20,-3.1443964838211658,30.741
2022-01-21,-3.2464786441560145,29.743
2022-01-24,-2.6661735534411424,28.95
2022-01-25,0.2901554404145079,29.034
2022-01-26,-3.4063511744850783,28.045
2022-01-27,0.2638616509181624,28.119
2022-01-28,0.0,28.119
2022-01-31,0.0,28.119
2022-02-01,0.0,28.119
2022-02-02,0.0,28.119
2022-02-03,0.0,28.119
2022-02-04,-2.123119598847756,27.522
2022-02-07,1.0500690356805453,27.811
2022-02-08,3.25410808672828,28.716
2022-02-09,-1.4939406602590966,28.287
2022-02-10,-0.855516668434253,28.045
2022-02-11,-2.5280798716348807,27.336
2022-02-14,0.20485806262804385,27.392
2022-02-15,0.0,27.392
2022-02-16,-0.8542640186915862,27.158
2022-02-17,0.964724942926587,27.42
2022-02-18,2.8227571115973626,28.194
2022-02-21,-2.1174718025111616,27.597
2022-02-22,1.6233648584991212,28.045
2022-02-23,-3.027277589588162,27.196
2022-02-24,0.16914252095896476,27.242
2022-02-25,-0.4772043168636775,27.112
2022-02-28,1.0659486574210675,27.401
2022-03-01,-0.5802707930367412,27.242
2022-03-02,-0.5799867851112306,27.084
2022-03-03,-0.9636685866194039,26.823
2022-03-04,-9.044476755023679,24.397
2022-03-07,-1.873181128827306,23.94
2022-03-08,-1.211361737677541,23.65
2022-03-09,0.19873150105709225,23.697
2022-03-10,-1.4179010001265868,23.361
2022-03-11,-3.9125037455588485,22.447
2022-03-14,-6.277008063438316,21.038
2022-03-15,4.258959977184151,21.934
2022-03-16,0.4239992705388884,22.027
2022-03-17,1.6525173650519642,22.391
2022-03-18,-1.3755526774150373,22.083
2022-03-21,-0.16754969886337845,22.046
2022-03-22,9.988206477365512,24.248
2022-03-23,2.420818211811282,24.835
2022-03-24,-4.731226092208585,23.66
2022-03-25,-2.0118343195266286,23.184
2022-03-28,-3.1789164941338988,22.447
2022-03-29,1.122644451374355,22.699
2022-03-30,-1.7665976474734668,22.298
2022-03-31,0.1255718001614614,22.326
2022-04-01,0.0,22.326
2022-04-04,0.0,22.326
2022-04-05,-0.6270715757412892,22.186
2022-04-06,-2.5241143063192917,21.626
2022-04-07,-0.8646998982706045,21.439
2022-04-08,-4.827650543402207,20.404
2022-04-11,1.6908449323661978,20.749
2022-04-12,-1.079570099763849,20.525
2022-04-13,1.5006090133983019,20.833
2022-04-14,1.6128258052128919,21.169
2022-04-15,2.1163021399215776,21.617
2022-04-18,-2.2898644585280126,21.122
2022-04-19,-0.8805984281791468,20.936
2022-04-20,-2.89931218952999,20.329
2022-04-21,4.682965222096502,21.281
