date,symbol,open,close,high,low,volume,amount,turnover,macd,macds,macdh,kdjk,kdjd,kdjj,rsi_6,rsi_12,close_5_sma,close_10_sma,boll,boll_ub,boll_lb
2022-01-03,63,31.254,31.254,31.254,31.254,0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,44.444444444444436,11.111111111111114,,,31.254,31.254,31.254,,
2022-01-04,63,31.329,31.179,31.385,30.909,29003438,968728060.0,0.00613,-0.0016826923076891376,-0.0009348290598272986,-0.000747863247861839,41.12978524743217,43.33955804544034,36.71023965141582,0.0,0.0,31.2165,31.2165,31.2165,31.322566017177987,31.110433982822013
2022-01-05,63,31.17,30.741,31.431,30.498,39324081,1301922557.0,0.00831,-0.0157264377837798,-0.0069969637827586514,-0.00872947400102115,36.10152885734487,40.926881649408514,26.450823273217566,0.0,0.0,31.058000000000003,31.058000000000003,31.058000000000003,31.612158821999618,30.50384117800039
2022-01-06,63,30.508,30.872,31.002,30.33,28742208,944802506.0,0.00608,-0.016998688367444004,-0.010385081867001657,-0.006613606500442347,40.477010761087925,40.776924686634985,39.877182909993806,23.901474836551614,21.99755116319747,31.011499999999998,31.011499999999998,31.011499999999998,31.500707522427852,30.522292477572144
2022-01-07,63,30.928,31.254,31.87,30.909,51349918,1730799239.0,0.01085,-0.0021314859822183507,-0.007929823690900006,0.005798337708681656,46.984673840725314,42.84617440466509,55.26167271284575,58.56033383563234,54.109982468515376,31.060000000000002,31.060000000000002,31.060000000000002,31.535960082359857,30.584039917640148
2022-01-10,63,31.441,32.262,32.28,31.347,74604763,2562468528.0,0.01577,0.04994845393588676,0.007758407515944353,0.04219004641994241,64.34875691945788,50.01370190959602,93.0188669391816,83.03162051583871,78.99855158237307,31.261599999999998,31.260333333333335,31.260333333333335,32.330115117935534,30.190551548731133
2022-01-11,63,32.14,31.87,32.43,31.814,50070675,1726196205.0,0.01058,0.06472922145911753,0.022176200681945563,0.04255302077717196,67.34361572408307,55.79033984775837,90.45016747673246,65.0932401799761,64.2218192890772,31.3998,31.34742857142857,31.34742857142857,32.42728526386071,30.267571878996428
2022-01-12,63,32.0,31.795,32.122,31.543,30408745,1034312355.0,0.00643,0.07003243433493367,0.03367695356543191,0.036355480769501756,68.14971207002367,59.91013058851347,84.62887503304407,62.01708995859089,61.80873287639147,31.610599999999998,31.403375,31.403375,32.45202471000126,30.354725289998743
2022-01-13,63,32.112,31.207,32.234,31.142,35669235,1206243486.0,0.00754,0.04346641582354138,0.035938367912827895,0.007528047910713487,59.35377630065072,59.72467915922588,58.611970583500394,42.93030037478759,46.7765230095418,31.6776,31.381555555555558,31.381555555555558,32.37117523558982,30.391935875521295
2022-01-14,63,30.89,30.788,31.226,30.722,29842652,991406495.0,0.00631,0.0024063928857742667,0.028425258978288914,-0.026018866092514647,46.839025470275104,55.42946126290895,29.658153885007422,33.98611213453981,39.3390973400064,31.5844,31.3222,31.3222,32.32791071608313,30.316489283916866
2022-01-17,63,30.788,31.991,32.346,30.788,59818850,2046916498.0,0.01264,0.036792533557473917,0.03025597084614252,0.006536562711331396,57.59109634526277,56.15000629036022,60.473276455067875,61.57091549820409,59.50557667083312,31.5302,31.3959,31.383000000000003,32.41883821130523,30.34716178869478
2022-01-18,63,31.982,32.01,32.252,31.73,37762023,1294336786.0,0.00798,0.06254586207138502,0.037190485295574185,0.02535537677581083,65.06073089684182,59.12024782585408,76.9416970388173,61.87286752177634,59.73620489710059,31.5582,31.479000000000003,31.43525,32.48713493148772,30.383365068512287
2022-01-19,63,31.814,31.394,32.056,31.226,39166580,1321335080.0,0.00828,0.04601881887531434,0.03905886740420037,0.006959951471113966,56.48857469625516,58.2430234493211,52.979677190123255,47.38697523958948,49.720751845731954,31.477999999999998,31.544300000000003,31.432076923076924,32.43943996969533,30.424713876458522
2022-01-20,63,31.394,31.739,32.028,31.282,51559132,1754592258.0,0.0109,0.05304529745928832,0.04198483900722048,0.011060458452067844,57.506824973147474,57.997623957263215,56.52522700491599,54.54006175489725,54.392663534321564,31.5844,31.631,31.454,32.43564916183078,30.472350838169216
2022-01-21,63,31.711,30.741,31.805,30.648,46915246,1560560572.0,0.00992,-0.0015554214636814834,0.0329592264007649,-0.034514647864446385,40.07750172171672,52.02424987874772,16.184005407654737,37.05301552852793,42.05959942039017,31.575,31.579699999999995,31.406466666666667,32.42153763298709,30.391395700346248
2022-01-24,63,30.508,29.743,30.657,29.248,52463899,1677047625.0,0.01109,-0.1034949302941719,0.004877978193256078,-0.10837290848742798,32.044351266167055,45.36428367455416,5.404486449392849,26.757850686676292,33.719051628440084,31.125400000000003,31.327799999999996,31.3025,32.58836862988928,30.016631370110716
2022-01-25,63,29.528,28.95,29.883,28.922,30448489,956696017.0,0.00644,-0.22902810191608935,-0.04298092451052863,-0.18604717740556073,21.635486513893287,37.45468462100054,-10.002909700321212,21.153596199244845,28.773124873047507,30.5134,31.035800000000002,31.16411764705882,32.85299151481108,29.47524377930656
2022-01-26,63,29.136,29.034,29.22,28.735,32564471,1009444779.0,0.00688,-0.31705843009072154,-0.09880200888573357,-0.21825642120498798,17.183742601618878,30.69770394787332,-9.84418009089,23.198274300173765,29.960290530697762,30.0414,30.759700000000002,31.045777777777776,32.96745003428717,29.12410552126838
2022-01-27,63,28.922,28.045,28.987,27.998,44228898,1341569734.0,0.00935,-0.4442972977309978,-0.16891145018668438,-0.2753858475443134,11.816147321655768,24.403851739134133,-13.359261513300964,16.977808171891894,24.67739209417084,29.3026,30.443499999999993,30.88784210526316,33.20805476440149,28.567629446124837
2022-01-28,63,28.175,28.119,28.539,27.709,34292750,1033637504.0,0.00725,-0.532181211792917,-0.242412815555447,-0.28976839623746997,10.885722691654873,19.897808723307712,-7.1384493716508075,18.92965593226465,25.746125415501382,28.7782,30.1766,30.749399999999998,33.3249286754169,28.173871324583097
2022-01-31,63,28.119,28.119,28.119,28.119,0,0.0,0.0,-0.593704298091339,-0.313325163025347,-0.28037913506599194,10.401079141265814,16.732232195960414,-2.2612269681233848,18.92965593226465,25.746125415501382,28.4534,29.789399999999993,30.59265,33.40919415159691,27.77610584840309
2022-02-01,63,28.119,28.119,28.119,28.119,0,0.0,0.0,-0.6342619222900545,-0.377989654609049,-0.25627226768100553,10.098365487555307,14.52094329315871,1.2532098763485031,18.92965593226465,25.746125415501382,28.287200000000002,29.400299999999998,30.43965,33.44800092262924,27.431299077370756
2022-02-02,63,28.119,28.119,28.119,28.119,0,0.0,0.0,-0.6581970040007548,-0.43436389929187413,-0.22383310470888063,10.068832200036873,13.036906262118096,4.132684075874426,18.92965593226465,25.746125415501382,28.1042,29.072799999999994,30.308550000000004,33.48541349623087,27.131686503769135
2022-02-03,63,28.119,28.119,28.119,28.119,0,0.0,0.0,-0.669018009886063,-0.4815173975102484,-0.18750061237581456,11.348466152353845,12.474092892196678,9.097212672668181,18.92965593226465,25.746125415501382,28.119,28.7108,30.170899999999996,33.480754371100744,26.861045628899245
2022-02-04,63,28.119,28.119,28.119,28.119,0,0.0,0.0,-0.6695663256617692,-0.5192698077138269,-0.1502965179479423,13.852059311627498,12.93341503200695,15.689347870868591,18.92965593226465,25.746125415501382,28.119,28.4486,30.01415,33.40400087546558,26.624299124534424
2022-02-07,63,28.595,27.522,28.735,27.196,79160644,2352174052.0,0.01673,-0.7040656331683266,-0.5563410136497774,-0.1477246195185492,14.603612663614598,13.490147575876165,16.830542839091464,12.085232761018545,21.582113602610036,27.999599999999997,28.226499999999998,29.77715,33.168075181933936,26.38622481806606
2022-02-08,63,27.522,27.811,27.83,27.298,36273153,1073599168.0,0.00767,-0.7022334031049979,-0.5855902117624242,-0.11664319134257373,21.18186126206355,16.054052137938626,31.437479510313395,27.34547878985053,27.75279593807673,27.938,28.112599999999997,29.574199999999998,32.92333107976885,26.22506892023114
2022-02-09,63,27.811,28.716,28.782,27.616,52597884,1598361111.0,0.01112,-0.6279082096177113,-0.5940702140434142,-0.03383799557429712,46.06743672199783,26.05851366595836,86.08528283407676,56.02762360194159,43.05941514397129,28.0574,28.0808,29.42025,32.61925536351371,26.22124463648629
2022-02-10,63,28.549,28.287,28.632,28.11,34708896,1053991802.0,0.00734,-0.5935402458571346,-0.5939640561347512,0.0004238102776166208,53.64142691933101,35.25281808374924,90.41864459049454,45.75314310270847,38.80761837032902,28.090999999999998,28.105,29.274250000000002,32.395492254379874,26.153007745620133
2022-02-11,63,27.998,28.045,28.455,27.728,37426268,1125230598.0,0.00791,-0.5773981018044658,-0.5906467586533196,0.01324865684885379,53.60458305761203,41.370073075036835,78.07360302276241,40.700726526434316,36.58456976606408,28.0762,28.0976,29.137099999999997,32.219089849363385,26.055110150636608
2022-02-14,63,27.877,27.336,27.877,27.121,42419790,1245706185.0,0.00897,-0.609955126348158,-0.5945122603997944,-0.015442865948363527,40.05105858265847,40.93040157757738,38.292372592820655,29.318408343236882,30.923042373512757,28.038999999999998,28.019299999999998,28.90435,31.774684898853963,26.03401510114604
2022-02-15,63,27.308,27.392,27.597,27.242,31487881,923875155.0,0.00665,-0.6242151502306683,-0.6004575487086524,-0.023757601522015892,32.13919659072677,37.99999991529384,20.417589941592624,31.1435485619606,31.832006047452325,27.9552,27.9466,28.673450000000003,31.216148564414144,26.13075143558586
2022-02-16,63,27.709,27.392,27.765,27.27,30913219,909011456.0,0.00653,-0.6281499311904923,-0.6059995378579562,-0.0221503933325361,26.864621929438968,34.288207253342215,12.017451281632475,31.1435485619606,31.832006047452325,27.6904,27.8739,28.47335,30.728177455179587,26.218522544820413
2022-02-17,63,27.326,27.158,27.336,27.065,30494262,887739269.0,0.00644,-0.6414028274767176,-0.6130837879232475,-0.02831903955347015,19.715222618072882,29.430545708252435,0.28457643771377406,26.955367118896874,29.876969748659704,27.4646,27.777800000000003,28.2443,29.971273025724212,26.517326974275786
