date,symbol,open,close,high,low,volume,amount,turnover,macd,macds,macdh,kdjk,kdjd,kdjj,rsi_6,rsi_12,close_5_sma,close_10_sma,boll,boll_ub,boll_lb
2022-01-03,333,61.861,61.861,61.861,61.861,0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,44.444444444444436,11.111111111111114,,,61.861,61.861,61.861,,
2022-01-04,333,62.02,63.16,63.278,61.685,31040801,2323005429.0,0.00444,0.02914423076923356,0.016191239316240866,0.012952991452992692,53.08641975308637,47.325102880658406,64.60905349794228,100.0,100.0,62.51049999999999,62.51049999999999,62.51049999999999,64.34756341752265,60.673436582477336
2022-01-05,333,63.194,63.923,66.907,62.641,61369922,4743653586.0,0.00878,0.06079611909072469,0.034471927748406364,0.026324191342318323,49.67666078777187,48.1089555163629,52.812071330589816,100.0,100.0,62.98133333333333,62.98133333333333,62.98133333333333,65.06642549756333,60.89624116910333
2022-01-06,333,63.537,62.842,65.532,62.691,34188949,2599839612.0,0.00489,0.03467296659732,0.034540030339501766,0.0001329362578182322,40.5031945147127,45.57370184914616,30.362179845845787,58.72339071499029,62.35990511631955,62.9465,62.9465,62.9465,64.65466275571154,61.238337244288466
2022-01-07,333,63.261,65.188,65.775,62.867,43722085,3393184313.0,0.00626,0.113100822192024,0.0579100897911088,0.055190732400915196,49.362655656304085,46.83668645153213,54.41459406584801,80.10716246430728,80.09651707879436,63.3948,63.3948,63.3948,65.8863502804479,60.90324971955209
2022-01-10,333,65.54,65.205,67.787,64.535,35252163,2760629556.0,0.00505,0.1588476099839724,0.08526976978093434,0.07357784020303806,52.137105300422505,48.60349273449559,59.20433043227635,80.19637525884244,80.170382938549,64.0636,63.69649999999999,63.69649999999999,66.370599399798,61.022400600202
2022-01-11,333,64.551,63.361,66.06,63.278,33694529,2592315667.0,0.00482,0.10191306848800963,0.0894817446808882,0.012431323807121433,43.91353835279993,47.0401746072637,37.66026584387238,50.63715616751761,55.70666768703564,64.10379999999999,63.64857142857142,63.64857142857142,66.10281804946968,61.19432480767317
2022-01-12,333,63.772,62.255,63.965,61.207,38464129,2852050498.0,0.00551,0.009496935577260501,0.0702598909386179,-0.060762955361357396,34.5847094591108,42.88835289121273,17.977422594906926,40.02033710455497,46.435376926934985,63.7702,63.474374999999995,63.474374999999995,65.95104048580373,60.997709514196266
2022-01-13,333,62.506,60.612,63.16,60.512,26732585,1957650625.0,0.00383,-0.13615920920328506,0.02257605475540187,-0.15873526395868692,23.514663121652333,36.430456301359264,-2.3169232377615288,29.132045000433394,36.571515255449015,63.3242,63.156333333333336,63.156333333333336,66.15775899458167,60.154907672085
2022-01-14,333,60.428,60.344,61.057,59.841,20996990,1516106943.0,0.00301,-0.2513073126431138,-0.038789718449523995,-0.2125175941935898,17.786518429788526,30.215810344169014,-7.072065398972455,27.65907098250078,35.23948720779347,62.355399999999996,62.875099999999996,62.875099999999996,66.21744840261222,59.53275159738778
